6039	37
6037	34
6033	34
6032	26
6031	18
6029	32
6028	1
6027	26
6026	1
6025	20
6024	49
6022	9
6021	7
6020	11
6019	7
6016	1
6014	8
6011	10
6007	38
6004	53
6003	8
5995	5
5992	10
5991	16
5987	16
5985	45
5984	45
5981	11
5980	47
5979	14
5978	1
5976	41
5974	7
5971	6
66	33
5969	7
5966	34
5963	6
5960	49
5959	4
5958	52
5955	37
5953	21
5950	7
5949	6
5948	33
5947	51
5946	3
5945	45
5944	1
5943	1
5936	13
5934	1
5932	36
5931	34
5929	45
5928	3
5925	26
5924	4
5917	48
5914	31
5912	16
5908	10
5907	12
5904	55
5903	34
5902	27
5901	18
5899	38
5898	34
5896	8
5895	4
5894	8
5891	13
5890	25
5888	50
5887	5
5886	16
5885	6
5884	22
5883	20
5876	34
5874	22
5870	28
5867	16
5866	1
5864	32
5863	39
5862	34
5859	52
5856	14
5852	35
5851	37
5849	8
5847	51
5845	30
5844	47
5841	7
5840	51
5838	39
5836	29
5835	30
5834	10
5831	16
5830	21
5829	8
5826	45
5825	14
5823	5
5822	13
5818	10
5817	10
5815	1
5814	54
5813	48
5812	54
5807	27
5805	4
5804	50
5803	34
5801	25
5800	12
5798	24
5795	10
5794	21
5791	37
5788	41
5787	21
5786	51
5784	22
5783	10
5780	10
5779	2
5772	39
5771	34
5770	47
5768	22
5765	45
5764	12
29	8
5762	5
5760	47
5758	5
5757	50
5756	18
5755	1
5754	51
5753	51
5752	27
5751	50
5747	30
5744	27
5743	51
5742	39
5738	39
5737	6
5736	52
5727	49
5725	22
5722	12
5720	30
5718	10
5717	33
5714	54
5712	10
5711	54
5710	8
5707	32
5705	22
5702	53
5700	11
5699	39
5698	31
5697	31
5708	11
5694	38
5692	41
5767	52
5691	16
5689	48
5687	28
5684	1
5683	6
5681	5
5680	10
5678	35
5677	22
5676	14
5675	33
5673	39
5672	52
5667	54
5665	48
5664	39
5662	42
5660	18
5657	3
5656	12
5655	10
5654	45
5651	45
5648	2
5646	22
5645	13
5643	52
5642	21
41	8
5636	41
5635	21
5631	26
5629	37
5627	38
5626	21
5624	50
5622	31
5621	53
5620	6
5619	12
5617	28
5614	37
5613	21
5612	52
5610	24
5608	1
5607	48
5606	55
5833	10
5605	10
5602	4
5601	16
5598	2
5597	22
5596	4
5595	48
5592	35
5591	11
5590	30
5589	1
5587	39
5586	36
5584	14
5583	53
5579	51
5577	27
5576	1
5575	42
5573	4
5571	16
5569	31
5568	47
5564	12
5563	41
5562	39
5561	16
5560	2
5559	27
5557	2
5555	47
5553	32
5551	8
5550	52
5548	1
5547	33
5546	55
5543	36
6006	42
5541	52
5540	48
5539	27
5535	5
5533	26
5532	34
5531	45
5529	5
5527	16
5526	10
5524	34
5522	29
5515	55
5513	41
5512	8
5511	2
5510	5
5508	53
5506	41
5505	8
5503	29
5502	30
5500	5
5499	8
5496	11
5495	16
5493	52
5489	9
71	27
5962	12
5486	7
5484	13
5483	27
5482	47
5480	36
5479	55
5478	45
5477	24
5472	11
5776	18
5470	34
5467	51
5462	47
5459	27
5454	22
5453	16
5452	31
5449	37
5448	11
5447	49
5446	55
5580	24
5445	50
14	22
5440	14
5439	1
5437	28
5434	30
5429	55
5428	55
5425	42
5422	52
5421	4
5418	18
5417	37
5415	30
5414	41
5413	54
5412	14
5411	31
5525	47
5409	41
5407	45
5406	10
5405	55
5397	10
5396	6
5395	27
5394	55
5392	47
5391	48
5390	10
5387	34
5385	35
5384	7
5383	41
5382	24
5381	26
5380	34
5379	34
5377	30
5375	37
5374	10
5372	38
5370	39
5365	28
5364	42
5358	5
5357	34
5940	10
5356	36
5355	41
5351	47
5350	38
5843	54
5348	47
5344	31
5474	6
5342	39
5341	11
5339	4
5338	11
5333	8
5332	5
5330	16
5329	8
5328	5
5325	3
5318	29
5315	1
5314	39
5313	48
5308	48
5307	24
5303	39
5302	30
5301	47
5298	26
5297	20
5632	7
5296	10
5331	26
5293	33
5292	16
5291	10
5290	16
5286	2
5284	36
5283	27
5282	42
5281	49
5280	31
5279	34
5277	35
5273	34
5271	13
5942	16
5270	51
5269	32
5268	37
5266	45
5262	11
5261	52
5260	18
5258	39
5255	21
5253	54
8	50
5250	33
5247	45
5245	55
5244	1
5243	1
5242	38
5240	45
5237	29
5234	24
5630	52
5232	28
5231	13
5230	38
5229	13
5226	9
5222	14
5219	5
5218	11
5792	1
5287	41
5216	11
5215	48
5210	13
5209	26
5206	34
5205	48
5204	29
5202	1
5200	18
5198	39
5197	49
5196	3
5398	26
5194	52
5191	34
5327	8
5186	11
5184	47
5183	49
5182	28
5181	49
5179	18
5178	1
5802	16
5177	47
5175	41
5174	10
5173	34
5172	9
5740	26
5171	51
5360	4
5170	24
5168	13
5167	48
5166	22
5163	16
5162	5
5161	24
5227	48
5159	39
5157	14
5156	18
5155	31
5153	24
5152	51
5151	24
5148	10
5147	28
5146	1
5145	1
5144	48
5140	7
5136	28
5132	52
5131	30
5129	34
5128	13
5125	34
5124	1
5123	37
5122	3
5121	34
5119	35
5118	34
5117	9
5114	39
5110	5
5109	38
5107	51
5105	52
5104	45
5102	42
5100	8
5097	4
5096	50
5095	37
5321	45
5094	41
5090	31
5088	1
5087	38
5085	22
5084	14
5082	49
5872	38
5078	16
5077	20
5076	51
5072	34
5071	20
5069	51
5066	1
5064	37
5063	18
5061	34
5060	2
5059	52
5239	1
5058	9
5057	41
5363	31
5054	41
5052	12
5335	26
5047	45
5046	37
5045	21
5042	10
5041	51
5038	49
5037	14
5492	5
5035	41
5032	41
5031	28
5030	16
5026	48
5025	21
5023	52
5021	24
5017	37
5016	7
5015	45
5014	5
5013	50
5011	34
5009	41
5008	26
5007	14
5004	51
5002	24
4999	29
4998	16
4996	8
4995	10
4993	32
4991	48
4989	8
4987	34
4986	26
4985	38
4984	35
4983	4
4982	55
4981	7
4980	37
4979	14
4978	21
4974	35
4973	10
4972	50
5713	3
4971	42
4969	10
4967	38
4965	7
4964	9
4963	51
4962	28
5761	47
4961	14
4960	33
4959	52
4958	14
4957	51
4956	27
4953	55
4951	28
4949	6
4948	39
4947	51
4946	18
4944	22
4941	31
4934	48
4932	37
4931	31
4930	53
5450	27
4925	34
4924	41
4918	38
4917	31
4916	47
4915	4
4913	30
4912	1
4906	50
4914	11
4903	51
4902	30
4899	34
4898	14
4897	14
4895	41
4893	7
4892	32
4891	32
4890	10
4889	50
4886	6
4882	41
4881	14
4879	34
5806	30
5386	5
4876	28
4875	39
4873	10
4872	10
4871	41
20	48
4869	18
4867	35
4866	21
21	47
5251	16
4860	33
4859	30
4858	1
4857	28
4855	52
4854	2
4853	50
5827	48
5130	6
4852	24
4847	26
4846	16
4845	10
6008	16
4841	16
4840	13
4839	16
4838	34
4836	49
4835	52
4833	31
4831	22
4830	14
4829	13
4827	45
4826	52
4825	22
4823	14
4822	6
5034	2
4820	2
4819	1
4818	29
4817	7
4813	33
4810	41
4808	50
4807	21
4804	10
4803	8
4802	1
4800	35
4798	30
5288	51
4791	34
4790	2
4787	49
5726	36
4786	10
4785	6
4784	47
4782	26
39	18
4777	1
4773	12
4771	18
4770	51
42	52
4767	52
4765	41
4764	37
4763	1
4843	10
4761	16
4760	1
4757	34
4756	28
4754	10
4753	47
5507	25
4751	34
4749	37
4747	51
4744	28
4742	1
4736	3
4735	37
4733	14
4731	21
4728	47
4727	5
4724	21
4723	10
4721	38
4719	36
4718	1
4717	55
4716	53
4713	8
5715	14
4711	1
4710	11
4706	1
4705	13
4703	42
4702	34
4766	41
4701	39
4698	9
5451	37
4697	10
4696	3
4695	10
4694	10
4693	16
4691	1
4689	52
4688	27
4686	22
4685	27
4683	16
4678	36
4677	25
4675	39
4674	37
4673	4
4672	5
4745	54
4671	10
31	35
4668	24
4666	39
4665	51
25	34
4663	1
4660	12
4659	41
4658	2
4655	12
5075	28
4653	16
4652	51
4650	41
4649	33
4648	1
4646	5
4645	39
4643	55
4642	4
4641	38
4639	35
4638	8
4637	24
4636	49
4634	49
4633	27
4632	53
5954	51
4631	26
4630	13
22	39
4626	45
5873	31
4625	31
4623	8
5073	5
4622	1
4621	38
4620	35
4619	55
4614	33
4612	53
4610	51
5733	14
4609	33
4608	2
5777	48
4607	52
4606	6
4605	45
4603	27
4601	52
5436	22
4600	9
4599	37
4597	18
4596	34
4595	47
4699	50
4594	27
4592	49
4590	29
4589	30
4588	28
4587	41
4586	30
5113	55
4585	36
4582	10
4581	7
4580	52
4571	3
4970	10
4566	52
4564	10
4559	31
4557	34
4554	53
4550	52
4549	10
4547	34
4546	48
4545	7
4544	24
4542	21
4538	45
4536	10
4570	45
4535	38
4534	29
4533	54
5036	28
4532	30
5049	45
4531	11
5019	3
4529	8
5256	18
4528	41
4526	34
4521	14
4520	37
4519	31
4518	41
4515	30
4514	34
4511	11
5860	14
4509	21
4507	21
5809	48
4506	12
4502	1
4501	37
4499	10
4498	28
4497	33
4492	8
5246	10
4491	34
4490	9
4489	51
4488	6
6038	55
4482	4
4479	6
4478	26
33	1
4472	51
4469	42
4467	16
4466	4
4464	53
4463	34
4459	9
4458	14
4457	6
4456	14
4455	50
4454	36
4452	26
4451	33
4449	54
4447	21
4446	5
4444	3
4442	52
4441	8
4436	2
4434	36
4433	41
4537	1
4431	8
4427	52
4426	34
4423	24
4422	7
4421	29
4420	10
5537	4
4419	41
5650	1
4418	34
4417	47
4414	11
4413	4
4412	10
4411	45
4709	1
4410	5
4409	48
4407	51
5618	45
4405	29
4403	49
5323	33
4402	27
4399	10
4398	38
4397	48
5340	55
4392	48
4391	10
4390	1
4388	55
4384	10
4381	28
4380	6
4379	9
4378	6
5729	27
4375	30
4372	37
4371	34
5324	41
4370	55
4366	18
5999	29
4635	10
4363	35
4360	22
4359	47
5487	37
4358	52
4356	41
4354	20
4353	5
4352	9
5022	3
4350	35
5824	28
4349	54
4348	10
4347	10
4345	52
4385	21
4344	5
4343	21
4341	12
4572	50
4340	24
5464	34
4339	10
4338	54
4335	3
99	35
5101	22
4332	35
4909	7
4331	48
5671	10
4877	41
4326	35
4324	34
4323	10
4322	9
4321	51
4320	8
4319	27
4317	6
4310	45
4439	16
4309	31
4308	9
5990	52
4307	28
4306	39
4305	53
4304	5
4302	51
4301	2
4298	45
4602	24
4297	37
4296	41
5796	32
4294	41
4293	55
4290	35
4288	4
4284	29
4283	9
4282	8
5881	7
4281	1
4280	4
4278	29
4277	24
4275	52
4273	35
5275	16
4432	35
4271	32
4598	41
4270	6
4269	10
4268	47
4267	47
4266	1
4265	25
4263	34
4262	36
4259	49
4256	55
4255	10
4254	41
5538	51
4252	51
83	42
4248	45
4247	27
4246	54
4244	32
4243	34
4242	9
4240	45
4236	28
5799	34
4235	36
4233	22
4231	36
4230	30
4227	48
4225	10
4224	55
4223	49
4222	35
4221	18
4712	52
4220	6
4219	37
4218	32
4213	1
4211	9
4210	10
4209	32
5628	18
4207	41
5911	13
4206	47
4203	31
6	34
4905	37
4200	10
4199	20
4198	30
4196	34
4483	47
4194	18
4193	33
5850	35
4192	37
4191	34
5750	53
4190	34
4184	8
4183	10
4181	7
4180	55
4179	45
4177	34
4176	22
4173	24
4172	26
6023	11
4170	33
4169	16
4167	45
4164	36
4163	24
4161	28
4160	49
5416	41
4159	32
4157	34
4155	29
4153	48
4150	1
4149	29
4148	30
4145	34
4144	10
4143	22
4142	38
4400	47
4141	34
4139	21
4138	49
4137	20
4131	11
4127	8
4124	41
4123	42
4885	32
4121	31
5857	14
4314	55
4118	8
5346	42
4117	14
6036	14
6017	35
4364	34
4115	29
4114	29
4113	12
4175	38
4112	1
5582	22
4111	49
4110	26
4109	34
4567	49
4495	4
4325	3
4108	38
4105	10
5688	6
4104	52
4102	50
4101	53
5316	51
4099	7
4096	10
4093	31
4092	22
4090	45
4088	21
4087	49
4086	36
4085	49
5855	26
4887	47
4084	21
4082	5
4080	30
4079	27
4077	37
4076	2
4067	34
4064	38
4062	30
5566	51
4060	41
4058	1
4046	26
5225	54
4045	39
80	33
4041	6
5274	45
4040	21
4037	34
4512	39
4034	26
4031	35
4027	29
4025	31
4023	49
4021	6
4017	9
4015	5
4010	41
4006	5
4004	12
5029	10
4003	9
4001	26
5816	10
4000	49
3999	52
3998	21
3996	42
3995	11
3993	14
3992	49
3991	29
3990	36
4355	37
3988	47
3987	4
3984	49
3979	41
4234	28
3978	53
3977	22
3973	55
5285	50
3971	10
3968	34
4073	10
3967	54
3963	8
5027	34
4741	2
3961	53
3960	2
3958	10
3957	33
3952	2
3948	52
3947	45
97	31
3941	5
3939	6
3938	10
5455	1
3937	25
3932	48
3930	2
3928	21
3927	34
3920	16
3918	52
3916	28
3913	11
5376	39
3911	27
3909	31
5371	39
3907	55
4415	22
3904	27
3903	45
3898	5
3896	34
3893	50
3890	45
3887	50
3877	6
6018	45
5666	37
3872	53
3867	49
3866	7
3883	5
3983	26
3863	14
3861	10
3860	39
5465	14
5120	33
4562	39
3859	35
3856	41
6012	55
4584	42
3855	8
3853	16
3976	39
3849	29
3847	16
3846	6
3845	52
3841	50
4187	41
3840	21
4837	1
3839	16
3837	10
4018	34
3850	25
3836	14
3835	29
3828	5
5988	52
3826	35
3823	21
3819	20
3818	11
3814	22
3813	1
3812	16
3811	11
3810	13
3809	16
4505	6
3808	7
5310	41
3804	24
3801	34
3800	3
4640	39
3797	24
3795	47
3792	3
3790	33
3789	18
3786	34
4471	36
3784	1
5930	27
5741	41
4129	35
3781	8
5658	2
4382	48
3780	16
3824	6
4615	34
3777	21
3774	45
3770	29
3768	6
4337	10
3766	1
4089	14
3765	3
3763	10
4357	1
3762	11
3760	12
3757	30
5461	1
3755	29
3754	16
3748	28
3744	4
3741	13
3740	22
3739	30
3733	8
3731	14
3729	38
4644	55
4383	31
3728	6
3726	29
3722	24
3721	1
3718	10
3717	47
5640	55
3711	35
3709	52
4253	34
3708	49
3706	8
3705	16
3702	8
3701	24
3695	22
3693	30
3692	21
3690	31
3746	52
3688	2
65	4
3682	5
3681	18
5877	51
3677	32
3674	21
3673	27
3671	4
3669	52
3668	6
3666	8
3665	7
4026	7
3659	20
3657	37
3653	42
3649	21
3646	24
3644	20
5832	45
3641	34
3638	52
5534	14
3637	55
3630	7
3627	10
3626	1
3625	21
3618	45
3614	50
3612	52
4146	26
3606	42
3605	10
3604	11
3838	53
3600	52
3599	51
3597	52
3595	50
5306	20
3593	35
3592	8
3589	6
17	12
3586	41
3584	47
3807	52
3583	52
3576	53
3575	29
3573	4
3802	34
3572	33
3570	45
3569	34
4513	33
3566	27
3565	39
3854	28
3560	37
3929	14
3559	22
5456	35
3556	6
3555	11
3554	9
3550	52
3676	9
3548	1
3547	10
3546	51
3545	51
3543	10
5906	1
3541	34
4628	10
3540	39
3539	12
3538	21
3536	8
3535	33
3529	34
3527	3
3985	36
4851	47
3524	28
3520	51
3519	51
3518	5
3514	18
5139	31
3511	6
3506	21
3504	45
3503	2
3502	6
3500	14
3497	45
5997	33
3496	45
5846	31
5609	39
3494	34
3488	13
3479	26
3477	52
4988	16
3473	14
3472	55
3470	41
3468	6
3466	30
3462	24
3461	5
3459	16
3458	24
3456	33
3455	20
3454	34
5523	4
3450	8
3445	1
3440	29
3758	45
3439	48
5790	28
5259	14
4842	45
3438	54
5668	41
4863	10
3434	13
3433	33
3431	13
3430	26
3429	51
3427	50
3426	24
3424	6
5485	41
3423	16
5441	30
3966	51
3422	31
3421	29
3419	14
4313	1
3417	2
3416	53
3415	29
3414	22
3412	18
3410	31
3407	11
3406	48
3404	39
3403	10
5207	28
3399	12
3395	38
3388	21
3453	29
3385	33
4342	2
3617	21
3381	8
3377	2
3374	10
3805	4
3373	18
3372	24
3369	14
3368	39
3367	54
4926	9
3363	3
4907	13
3360	35
3707	1
3358	52
3354	39
4848	22
3353	38
3350	10
3349	1
5133	28
3348	9
3347	41
3764	10
3345	47
78	41
4943	38
4815	49
4523	42
3339	22
3640	6
3338	16
3337	1
3336	25
5998	10
5158	34
3334	34
3333	28
4315	39
3327	47
3326	6
3325	1
3323	38
3687	37
3322	18
3380	10
3315	7
5935	39
4908	50
3313	37
3311	5
3310	21
3307	5
3305	7
5889	37
3303	14
3302	34
3300	47
3299	6
3298	37
3719	4
3295	25
5967	24
4844	55
3290	34
4008	49
3510	35
4548	10
3288	53
4950	37
3286	34
3942	16
3283	39
3281	34
3280	12
3756	12
3279	21
3276	22
3613	33
3274	34
3273	35
3271	21
3270	31
3269	22
4002	41
4769	10
3264	6
3260	5
3256	27
3255	7
3254	41
3467	52
3253	34
3252	50
3248	30
3247	16
3246	24
3241	35
4122	45
3239	33
3238	52
4361	37
3236	52
3231	52
3230	22
4795	51
3229	35
3227	35
3225	18
3224	48
3223	21
3221	48
3217	36
5685	5
3216	49
3215	37
3214	1
3212	28
3210	18
3208	2
9	31
4033	18
3204	4
3490	5
3202	33
3201	9
3568	51
3198	11
4772	28
3192	2
3190	29
3185	1
3184	28
5295	16
3182	13
3181	5
3370	51
44	6
3177	12
3174	52
3631	1
4059	31
3169	27
3245	2
5585	48
5176	54
4272	1
3167	10
3163	10
3162	21
5276	31
5074	20
3732	28
5127	18
3155	26
3596	52
3149	52
3148	10
3997	49
5820	30
3147	28
3146	2
4806	18
3145	30
3137	2
3865	45
3134	3
3133	12
3130	52
3129	16
3128	6
3124	31
5400	55
5160	31
3259	31
3117	5
3115	27
3114	24
3111	14
3110	3
3109	37
4704	47
3106	54
3104	32
3102	1
3537	33
3101	10
3899	29
5187	54
3100	31
3452	31
3099	30
3096	16
3094	4
3093	24
3166	14
3956	31
3092	4
3091	20
4508	12
4154	8
3788	22
3087	30
3086	49
3085	28
3083	53
3080	31
3079	5
3076	20
3073	22
3071	4
4850	10
4568	54
3070	10
3068	12
5490	1
5463	18
15	5
3065	45
3064	37
3062	26
5509	26
3060	24
3785	16
3057	22
3054	42
3053	51
3051	53
3197	3
96	2
3050	29
3045	25
3042	10
3039	34
5704	33
53	16
3034	16
3032	11
3675	32
3031	21
3029	34
3126	1
3024	55
3022	8
3021	11
3020	48
3017	21
3016	51
3522	38
3011	42
3077	39
3010	27
4295	8
3009	32
3006	2
3004	32
4014	18
3088	26
