6039	15
6037	46
6033	33
6032	28
6031	25
6029	42
6028	46
6027	28
6026	17
6025	42
6024	24
6022	48
6021	8
6020	23
6019	36
6016	38
6014	30
6011	38
6007	28
6004	22
6003	52
6000	47
5995	32
5992	33
5991	51
5987	6
5985	29
5984	11
5981	5
5980	25
5979	25
5978	46
5976	33
5974	4
5971	7
5969	42
5966	20
5963	18
5960	35
5959	50
5958	53
5955	18
5953	21
5950	8
5949	21
5948	40
5947	25
5946	37
5945	24
5944	33
5943	46
5936	8
5934	53
5932	51
5931	17
5929	30
5928	22
5925	28
5924	16
5917	47
5914	32
5912	40
5908	22
5907	5
5904	22
5903	38
5902	48
5901	29
5899	10
5898	38
5896	46
5895	53
5894	47
5891	37
5890	51
5888	15
5887	1
5886	29
5885	21
5884	47
5883	42
5876	14
5874	4
5870	47
5867	11
5866	14
5864	49
5863	54
5862	20
5859	50
5856	16
5852	37
5851	1
5849	33
5847	1
5845	10
5844	46
5841	27
5840	1
5838	54
5836	32
5835	54
5834	11
5831	11
5830	21
5829	46
5826	35
5825	18
5823	32
5822	49
5818	17
5817	14
5815	20
5814	37
5813	47
5812	28
5807	31
5805	25
5804	43
5803	46
5801	33
5800	34
5798	47
5795	46
5794	21
5791	41
5788	46
5787	32
5786	1
5784	4
5783	14
5780	20
5779	35
5772	20
5771	38
5770	3
5768	47
5765	24
5764	5
5762	1
5760	50
5758	1
5757	31
5756	26
5755	46
5754	1
5753	12
5752	27
5751	11
5747	40
5744	4
5743	16
5742	10
5738	47
5737	21
5736	11
5727	50
5725	31
5722	34
5720	10
5718	38
5717	41
5714	27
5712	53
5711	28
5710	17
5707	42
5705	18
5702	33
5701	11
5700	23
5699	24
5698	26
5697	21
5708	28
5694	37
5692	33
5767	29
5691	39
5689	47
5687	8
5684	51
5683	21
5681	32
5680	11
5678	28
5677	37
5676	12
5675	53
5673	11
5672	29
5667	27
5665	40
5664	47
5662	34
5660	25
5657	43
5656	35
5655	46
5654	41
5651	40
5648	41
5646	8
5645	3
5643	24
5642	1
5641	52
5636	38
5635	21
5631	48
5629	26
5627	27
5626	21
5624	15
5622	7
5621	30
5620	7
5619	5
5617	35
5614	12
5613	21
5612	50
5610	27
5608	33
5607	11
5606	50
5833	46
5605	46
5602	29
5601	39
5598	35
5597	35
5596	22
5595	26
5592	23
5591	37
5590	46
5589	11
5587	10
5586	14
5584	26
5583	46
5579	16
5577	13
5576	38
5575	23
5573	36
5571	8
5569	21
5568	50
5564	18
5563	46
5562	40
5561	24
5560	41
5559	49
5557	49
5555	16
5553	42
5551	46
5550	33
5548	46
5547	6
5546	50
5543	51
6006	28
5541	33
5540	43
5539	43
5535	7
5533	36
5532	43
5531	38
5529	12
5527	10
5526	17
5524	24
5522	23
5515	41
5513	20
5512	29
5511	44
5510	21
5508	46
5506	14
5505	20
5503	21
5502	11
5500	16
5499	11
5496	5
5495	39
5493	43
5489	48
5488	4
5962	34
5486	49
5484	37
5483	27
5482	24
5480	20
5479	50
5478	12
5477	24
5472	5
5776	10
5470	54
5467	18
5462	25
5459	47
5454	13
5453	10
5452	34
5449	16
5448	48
5447	15
5446	29
5580	28
5445	25
5440	31
5439	11
5437	40
5434	17
5429	52
5428	11
5425	32
5422	10
5421	30
5418	15
5417	1
5415	11
5414	30
5413	44
5412	4
5411	34
5525	25
5409	38
5407	52
5406	11
5405	29
5397	20
5396	26
5395	42
5394	46
5392	10
5391	11
5390	46
5387	17
5385	48
5384	49
5383	52
5382	46
5381	13
5380	19
5379	20
5377	14
5375	31
5374	53
5372	49
5370	26
5365	41
5364	35
5358	32
5357	43
5940	47
5356	39
5355	22
5351	29
5350	36
5843	49
5348	12
5344	32
5474	7
5342	54
5341	5
5339	6
5338	5
5333	55
5332	12
5330	8
5329	10
5328	1
5325	30
5318	23
5315	14
5314	46
5313	20
5308	14
5307	49
5303	20
5302	11
5301	24
5298	37
5297	42
5632	37
5296	17
5331	28
5293	18
5292	8
5291	33
5290	10
5286	44
5284	51
5283	4
5282	23
5281	50
5280	44
5279	20
5277	37
5273	11
5271	19
5942	11
5270	1
5269	42
5268	26
5266	46
5262	28
5261	38
5260	31
5258	10
5255	21
5253	35
5252	25
5250	6
5247	50
5245	39
5244	46
5243	20
5242	49
5240	30
5237	46
5234	49
5630	47
5232	47
5231	34
5230	27
5229	5
5226	48
5222	18
5219	7
5218	28
5792	33
5287	46
5216	34
5215	20
5210	3
5209	43
5206	29
5205	54
5204	34
5202	24
5200	25
5198	54
5197	6
5196	33
5398	49
5194	33
5191	14
5327	11
5186	37
5184	43
5183	6
5182	41
5181	44
5179	25
5178	47
5802	53
5177	50
5175	38
5174	20
5173	46
5172	48
5740	37
5171	12
5360	16
5170	36
5168	5
5167	53
5166	34
5163	10
5162	16
5161	17
5227	39
5159	11
5157	43
5156	25
5155	7
5153	17
5152	1
5151	38
5148	22
5147	40
5146	47
5145	46
5144	20
5140	42
5136	53
5132	20
5131	25
5129	10
5128	37
5125	12
5124	33
5123	15
5122	55
5121	20
5119	31
5118	30
5117	48
5114	40
5110	1
5109	43
5107	12
5105	24
5104	29
5102	5
5100	38
5097	25
5096	46
5095	26
5321	24
5094	33
5090	7
5088	30
5087	42
5085	15
5084	25
5082	41
5872	28
5078	47
5077	37
